"","V2","V3","V4","V5","V6","V7"
"Fictibacillus_gelatini","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fictibacillus"
"Bacillaceae_bacterium_mt6","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",""
"Bacillaceae_bacterium_mt8","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",""
"Bacillaceae_bacterium_MTCC_8252","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",""
"Bacillaceae_bacterium_MTCC_10057","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",""
"Salinibacillus_aidingensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salinibacillus"
"Sediminibacillus_halophilus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Sediminibacillus"
"Gemella_morbillorum","Bacteria","Firmicutes","Bacilli","Bacillales","","Gemella"
"Gemella_sanguinis","Bacteria","Firmicutes","Bacilli","Bacillales","","Gemella"
"Gemella_haemolysans","Bacteria","Firmicutes","Bacilli","Bacillales","","Gemella"
"Gemella_cuniculi","Bacteria","Firmicutes","Bacilli","Bacillales","","Gemella"
"Gemella_bergeri","Bacteria","Firmicutes","Bacilli","Bacillales","","Gemella"
"Exiguobacterium_mexicanum","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_Leaf196","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_AT1b","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_marinum","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_acetylicum","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_alkaliphilum","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_Leaf187","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_antarcticum","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sibiricum","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_BMC_KP","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_undae","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_GIC31","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_8_11_1","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_oxidotolerans","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_pavilionensis","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_JLM_2","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_AB2","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_NG55","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_aurantiacum","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_ZWU0009","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_OS_77","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_MH3","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Exiguobacterium_sp_RIT341","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Geomicrobium_sp_JCM_19038","Bacteria","Firmicutes","Bacilli","Bacillales","",""
"Geomicrobium_sp_JCM_19039","Bacteria","Firmicutes","Bacilli","Bacillales","",""
"Geomicrobium_sp_JCM_19037","Bacteria","Firmicutes","Bacilli","Bacillales","",""
"Geomicrobium_sp_JCM_19055","Bacteria","Firmicutes","Bacilli","Bacillales","",""
"Staphylococcus_pseudintermedius","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_simiae","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_xylosus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_E463","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_HGB0015","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_hominis","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_vitulinus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_aureus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_OJ82","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_chromogenes","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_URHA0057","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_intermedius","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_capitis","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_warneri","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_saprophyticus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_pettenkoferi","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_pasteuri","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_schleiferi","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sciuri","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_lentus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_caprae","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_lugdunensis","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_equorum","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_simulans","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_carnosus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_gallinarum","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_haemolyticus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_cohnii","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_succinus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_NAM3COL9","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_microti","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_hyicus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_agnetis","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_epidermidis","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_condimenti","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_AL1","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_argenteus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_JGI_0001002_I23","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_CAG_324","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_TE8","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_delphini","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_massiliensis","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_EGD_HP3","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_arlettae","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_MDS7B","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Staphylococcus_sp_ZWU0021","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Salinicoccus_roseus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"Salinicoccus_halodurans","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"Salinicoccus_carnicancri","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"Salinicoccus_sp_SV_16","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"Salinicoccus_luteus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"Salinicoccus_sp_YB14_2","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"Jeotgalicoccus_sp_13MG44_air","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"Jeotgalicoccus_psychrophilus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"Jeotgalicoccus_marinus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"Macrococcus_caseolyticus","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus"
"Nosocomiicoccus_massiliensis","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Nosocomiicoccus"
"Alicyclobacillus_acidoterrestris","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus"
"Alicyclobacillus_macrosporangiidus","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus"
"Alicyclobacillus_ferrooxydans","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus"
"Alicyclobacillus_hesperidum","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus"
"Alicyclobacillus_acidocaldarius","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus"
"Kyrpidia_tusciae","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Kyrpidia"
"Tumebacillus_flagellatus","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus"
"Sporolactobacillus_laevolacticus","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus"
"Sporolactobacillus_vineae","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus"
"Sporolactobacillus_terrae","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus"
"Sporolactobacillus_inulinus","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus"
"Bacillus_selenitireducens","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae",""
"Planomicrobium_glaciei","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium"
"Planomicrobium_sp_ES2","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium"
"Bhargavaea_cecembensis","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bhargavaea"
"Sporosarcina_sp_D27","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Sporosarcina_globispora","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Sporosarcina_koreensis","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Sporosarcina_newyorkensis","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Sporosarcina_sp_EUR3_2_2_2","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Sporosarcina_sp_ZBG7A","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Planococcus_rifietoensis","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Planococcus_kocurii","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Planococcus_antarcticus","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Planococcus_sp_PAMC_21323","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Planococcus_sp_CAU13","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Planococcus_sp_L10_15","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Planococcus_donghaensis","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Planococcus_halocryophilus","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Viridibacillus_arvi","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Viridibacillus"
"Viridibacillus_arenosi","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Viridibacillus"
"Kurthia_huakuii","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia"
"Kurthia_massiliensis","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia"
"Kurthia_sp_JC8E","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia"
"Paenisporosarcina_sp_TG20","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina"
"Paenisporosarcina_sp_TG_14","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina"
"Solibacillus_silvestris","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus"
"Jeotgalibacillus_campisalis","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus"
"Jeotgalibacillus_sp_D5","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus"
"Jeotgalibacillus_alimentarius","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus"
"Jeotgalibacillus_soli_Cunha_et_al_2012","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus"
"Jeotgalibacillus_marinus","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus"
"Ureibacillus_thermosphaericus","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Ureibacillus"
"Brochothrix_thermosphacta","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix"
"Brochothrix_campestris","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix"
"Listeria_riparia","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_ivanovii","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_monocytogenes","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_seeligeri","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_aquatica","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_grayi","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_innocua","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_welshimeri","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_fleischmannii","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_booriae","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_rocourtiae","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_floridensis","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_cornellensis","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_grandensis","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_marthii","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_weihenstephanensis","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeria_newyorkensis","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Listeriaceae_bacterium_FSL_A5_0209","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae",""
"Thermicanus_aegyptius","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_Family_X_Incertae_Sedis","Thermicanus"
"Lactococcus_lactis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Lactococcus_piscium","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Lactococcus_raffinolactis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Lactococcus_garvieae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Lactococcus_fujiensis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Streptococcus_suis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_gallolyticus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_plurextorum","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_hyovaginalis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_lutetiensis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_parasanguinis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_porcinus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_dysgalactiae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_agalactiae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_salivarius","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_pasteurianus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_dentasini","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_SK140","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_urinalis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_canis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_uberis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_caballi","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sanguinis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_equinus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_equi","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_oral_taxon_058","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_C150","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_downei","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_pseudopneumoniae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_pyogenes","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_oligofermentans","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_mutans","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_iniae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_criceti","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_didelphis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_infantis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_peroris","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_F0442","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_ratti","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_phocae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_HSISM1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_FF10","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_SK643","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_massiliensis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_ovis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_gordonii","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_castoreus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_marimammalium","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_minor","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_merionis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_pseudoporcinus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_porci","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_macacae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_parauberis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_thoraltensis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_ictaluri","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_ferus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_mitis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_henryi","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_entericus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_AS14","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sinensis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_orisratti","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_infantarius","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_australis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_intermedius","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_thermophilus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_HSISS3","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_M334","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_cristatus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_oral_taxon_056","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_macedonicus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_HSISS1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_tigurinus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_anginosus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_1004_SSPC","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_dentisani","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_X13SY08","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_2_1_36FAA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_oralis","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_343_SSPC","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_400_SSPC","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_ACS2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sp_I_G2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
